label,cash_desk,total_amount,n_lines,payment_medium,has_feedback,feedback_low,feedback_middle,feedback_high,feedback_top,daytime,hour,hour_categorical,day_of_week,month,transaction_duration_seconds,store_id,location,urbanization,has_voided,n_voided,n_age_restricted,has_age_restricted,popularity_max,popularity_min,max_product_price,n_sold_by_weight,has_sold_by_weight,has_camera_detected_wrong_product,has_camera_detected_wrong_product_high_certainty,has_convenience,has_dairy,has_tobacco,has_household,has_personal_care,has_bakery,has_snacks,has_alcohol,has_fruits_vegetables,has_frozen_goods,has_limited_time_offers,has_fruits_vegetables_pieces,has_beverages,has_long_shelf_life,has_missing,mean_time_between_scans,max_time_between_scans,time_to_first_scan,time_from_last_scan_to_end,days_since_sco_introduction
FRAUD,0,49.769999999999996,11,CREDIT_CARD,False,False,False,False,False,morning,11,11,Saturday,June,65,cd833b6b-0666-42df-b538-6bb1f189b66e,Koeln,RURAL,False,0.0,0.0,False,0.1887299894873597,0.1056696128358782,3.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,5.601051,11.300741,4.465064,5.250227,129
FRAUD,3,187.85,22,CASH,False,False,False,False,False,morning,10,10,Saturday,June,146,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1925425881782399,0.09372053916413,3.79,0.0,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,False,6.203899,13.535909,4.648264999999999,11.998066999999999,123
FRAUD,3,48.79,4,CREDIT_CARD,False,False,False,False,False,evening,20,20,Saturday,June,30,cd833b6b-0666-42df-b538-6bb1f189b66e,Koeln,RURAL,False,0.0,0.0,False,0.1813297807507841,0.0282280839335268,9.79,1.0,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,6.405656,12.260129,2.3086979999999997,9.005262,122
FRAUD,2,30.82,5,CREDIT_CARD,False,False,False,False,False,afternoon,19,19,Saturday,June,35,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1813297807507841,0.1099820715443203,2.99,0.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,4.122472999999999,9.868328,8.241227,10.821178999999999,123
FRAUD,1,0.49,1,CREDIT_CARD,False,False,False,False,False,evening,21,21,Tuesday,June,13,cd833b6b-0666-42df-b538-6bb1f189b66e,Koeln,RURAL,False,0.0,0.0,False,0.1813297807507841,0.1813297807507841,0.49,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,1.006317,12.262989,125
FRAUD,3,62.87,6,CASH,False,False,False,False,False,noon,14,14,Monday,July,41,581831fc-6a03-4e38-9025-0a889b7fe542,Dortmund,CITIES,False,0.0,0.0,False,0.1925425881782399,0.1484602679495548,1.49,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,5.904526,10.88485,2.56238,9.076915,503
FRAUD,2,57.949999999999996,13,CREDIT_CARD,False,False,False,False,False,afternoon,18,18,Monday,July,70,581831fc-6a03-4e38-9025-0a889b7fe542,Dortmund,CITIES,False,0.0,0.0,False,0.1925425881782399,0.0831226615248176,4.39,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,4.996699,11.131596,0.938078,10.010686999999999,496
FRAUD,2,456.67,35,CASH,False,False,False,False,False,afternoon,16,16,Wednesday,November,244,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1887299894873597,0.0737231872606837,4.99,0.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,6.754554,39.609761999999996,1.730014,12.809975,274
FRAUD,2,35.87,3,CREDIT_CARD,True,False,False,False,True,afternoon,18,18,Monday,July,47,581831fc-6a03-4e38-9025-0a889b7fe542,Dortmund,CITIES,False,0.0,0.0,False,0.1640739706275662,0.0865149616945773,4.19,1.0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,12.453740999999999,12.678557999999999,7.780557,14.479127,503
FRAUD,0,186.39000000000001,13,CASH,False,False,False,False,False,evening,21,21,Monday,November,68,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1813297807507841,0.0174670695205761,12.19,2.0,True,False,False,True,True,False,False,True,False,False,False,True,True,False,True,True,True,False,3.538815,7.176705999999999,11.784396,14.393415,272
FRAUD,1,226.22,39,CREDIT_CARD,True,False,False,False,True,afternoon,17,17,Friday,November,340,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1925425881782399,0.0900457042605578,3.99,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,8.334947,22.153544999999998,5.3732169999999995,17.960949,276
FRAUD,3,153.01,12,CASH,False,False,False,False,False,noon,12,12,Thursday,November,108,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,1.0,True,0.1887299894873597,0.1015262480520265,3.39,0.0,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,6.475617,10.697182999999999,2.3904,34.527477999999995,275
FRAUD,1,17.88,6,CASH,False,False,False,False,False,evening,20,20,Friday,July,48,581831fc-6a03-4e38-9025-0a889b7fe542,Dortmund,CITIES,False,0.0,0.0,False,0.1849928853087078,0.1398146150013051,1.79,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.831885,10.843995999999999,4.067861,10.191037,500
FRAUD,3,437.63,27,CASH,False,False,False,False,False,afternoon,19,19,Monday,July,173,581831fc-6a03-4e38-9025-0a889b7fe542,Dortmund,CITIES,False,0.0,0.0,False,0.1887299894873597,0.0494181302784755,6.99,0.0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,False,6.1836079999999995,11.98477,5.430933,7.708793999999999,496
FRAUD,1,51.03,5,CASH,False,False,False,False,False,afternoon,18,18,Saturday,July,50,581831fc-6a03-4e38-9025-0a889b7fe542,Dortmund,CITIES,False,0.0,0.0,False,0.1813297807507841,0.1398146150013051,1.79,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8.260591999999999,12.138221,8.584914,9.009561,501
FRAUD,2,59.42,4,CASH,False,False,False,False,False,noon,13,13,Saturday,November,40,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1849928853087078,0.157640538218754,1.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,5.645065,10.451758,9.364631,13.810246999999999,277
FRAUD,3,104.69,10,CASH,True,False,False,False,True,noon,15,15,Monday,July,70,581831fc-6a03-4e38-9025-0a889b7fe542,Dortmund,CITIES,False,0.0,0.0,False,0.1813297807507841,0.0900457042605578,3.99,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,5.638459,11.070549,4.968495,15.281448,496
FRAUD,3,10.11,2,CASH,True,False,False,False,True,noon,14,14,Friday,July,32,581831fc-6a03-4e38-9025-0a889b7fe542,Dortmund,CITIES,False,0.0,0.0,False,0.1813297807507841,0.1290651565714589,2.19,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,2.1341259999999997,2.1341259999999997,10.863069999999999,19.373375,500
FRAUD,3,24.49,5,CREDIT_CARD,False,False,False,False,False,evening,20,20,Saturday,July,44,581831fc-6a03-4e38-9025-0a889b7fe542,Dortmund,CITIES,False,0.0,0.0,False,0.1887299894873597,0.157640538218754,1.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.506355,9.757227,10.936212999999999,7.046748999999999,494
FRAUD,2,242.82,25,CASH,False,False,False,False,False,evening,21,21,Friday,November,174,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1925425881782399,0.0579927131058806,6.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,6.9082099999999995,15.252775999999999,1.114975,7.846355,276
FRAUD,0,116.97,17,CREDIT_CARD,False,False,False,False,False,noon,12,12,Saturday,July,107,581831fc-6a03-4e38-9025-0a889b7fe542,Dortmund,CITIES,False,0.0,0.0,False,0.1925425881782399,0.0865149616945773,4.19,0.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.098822999999999,14.428687,3.245844,7.095571,501
FRAUD,0,14.19,5,CASH,True,False,False,False,True,noon,14,14,Monday,November,50,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1887299894873597,0.09372053916413,3.79,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,7.076286,13.75471,10.375187,11.977276999999999,279
FRAUD,1,0.78,1,CASH,False,False,False,False,False,noon,15,15,Tuesday,April,19,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1849928853087078,0.1849928853087078,0.39,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,5.057325,13.954355,420
FRAUD,1,64.63,6,CREDIT_CARD,True,False,False,False,True,afternoon,17,17,Friday,March,36,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1813297807507841,0.1015262480520265,3.39,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,4.315995,9.779561,0.762629,14.126484,416
FRAUD,3,75.38,10,CREDIT_CARD,False,False,False,False,False,noon,14,14,Tuesday,April,98,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1849928853087078,0.070832459740714,5.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,9.237438,13.364042,2.5349589999999997,13.184548999999999,420
FRAUD,0,260.9,32,CREDIT_CARD,False,False,False,False,False,noon,12,12,Saturday,March,204,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1925425881782399,0.0579927131058806,6.19,0.0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,False,False,6.2421359999999995,17.869348,3.5599429999999996,7.457628,410
FRAUD,3,69.81,6,CREDIT_CARD,False,False,False,False,False,evening,20,20,Saturday,April,66,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1813297807507841,0.09372053916413,3.79,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,8.468874,13.687712,12.788777,11.119888,417
FRAUD,1,184.0,16,CREDIT_CARD,False,False,False,False,False,evening,21,21,Thursday,July,146,cd833b6b-0666-42df-b538-6bb1f189b66e,Koeln,RURAL,True,1.0,0.0,False,0.1813297807507841,0.0900457042605578,3.99,0.0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,8.308819,15.076094999999999,4.104998,9.576514,526
FRAUD,1,155.75,21,CASH,True,False,False,False,True,morning,11,11,Friday,July,185,cd833b6b-0666-42df-b538-6bb1f189b66e,Koeln,RURAL,False,0.0,0.0,False,0.1887299894873597,0.1290651565714589,2.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.896488,13.98133,9.730514999999999,17.985471999999998,527
FRAUD,2,31.98,2,CASH,False,False,False,False,False,evening,20,20,Thursday,March,37,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,True,2.0,0.0,False,0.1640739706275662,0.1484602679495548,1.49,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,8.701023,13.133488999999999,2.7530609999999998,8.875781,415
FRAUD,1,143.32,14,CASH,False,False,False,False,False,morning,8,8,Monday,July,144,cd833b6b-0666-42df-b538-6bb1f189b66e,Koeln,RURAL,False,0.0,0.0,False,0.1813297807507841,0.1398146150013051,1.79,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,9.224018,30.979163,10.664655999999999,13.635408,530
FRAUD,2,15.16,3,CASH,False,False,False,False,False,evening,21,21,Friday,March,29,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,True,2.0,0.0,False,0.1484602679495548,0.0900457042605578,3.99,0.0,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,5.2353119999999995,13.492835,1.106225,7.329155,416
FRAUD,2,358.71,34,CASH,False,False,False,False,False,afternoon,17,17,Tuesday,April,226,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1925425881782399,0.0680550792680601,5.39,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,6.411591,15.470391999999999,8.62227,6.3661319999999995,420
FRAUD,0,153.79,13,CASH,False,False,False,False,False,afternoon,18,18,Saturday,July,65,cd833b6b-0666-42df-b538-6bb1f189b66e,Koeln,RURAL,False,0.0,0.0,False,0.1887299894873597,0.0680550792680601,5.39,0.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,True,False,4.2874,11.821779,2.444322,11.345346,528
FRAUD,2,382.29,32,CASH,False,False,False,False,False,evening,21,21,Monday,July,176,cd833b6b-0666-42df-b538-6bb1f189b66e,Koeln,RURAL,False,0.0,0.0,False,0.1849928853087078,0.0366098513423176,8.49,2.0,True,False,False,True,True,False,True,True,False,False,False,True,True,False,True,True,True,False,5.3741319999999995,12.956631999999999,1.74017,7.993252,530
FRAUD,3,16.73,2,CASH,False,False,False,False,False,noon,15,15,Tuesday,April,35,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1813297807507841,0.157640538218754,1.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,11.775573,11.775573,12.571919999999999,10.836198999999999,420
FRAUD,3,40.08,7,CASH,False,False,False,False,False,evening,21,21,Friday,March,59,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1925425881782399,0.1290651565714589,2.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,5.911569999999999,13.582270999999999,13.374811,10.999101999999999,416
FRAUD,2,19.58,2,CASH,False,False,False,False,False,noon,12,12,Friday,July,22,cd833b6b-0666-42df-b538-6bb1f189b66e,Koeln,RURAL,False,0.0,0.0,False,0.1640739706275662,0.157640538218754,1.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.826187999999999,6.826187999999999,1.340897,14.113242999999999,527
FRAUD,0,151.74,19,CASH,False,False,False,False,False,morning,8,8,Wednesday,March,139,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1925425881782399,0.1398146150013051,1.79,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,7.0874429999999995,13.83133,4.45027,7.802760999999999,414
FRAUD,0,1.47,1,CASH,False,False,False,False,False,noon,12,12,Friday,March,9,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1813297807507841,0.1813297807507841,0.49,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,1.035754,8.31593,416
FRAUD,3,165.38,26,CASH,False,False,False,False,False,evening,21,21,Monday,July,185,cd833b6b-0666-42df-b538-6bb1f189b66e,Koeln,RURAL,False,0.0,0.0,False,0.1887299894873597,0.1144705250313266,2.79,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,6.529538,16.520296,10.650428,11.248937999999999,530
FRAUD,1,9.31,1,CREDIT_CARD,True,False,False,False,True,noon,12,12,Saturday,March,14,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1813297807507841,0.1813297807507841,0.49,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,4.234453,10.714264,410
FRAUD,2,117.67,16,CASH,False,False,False,False,False,afternoon,18,18,Monday,March,102,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1849928853087078,0.070832459740714,5.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,5.928284,11.805079,2.0248809999999997,11.893602,412
FRAUD,3,249.1,23,CASH,False,False,False,False,False,afternoon,19,19,Thursday,July,201,cd833b6b-0666-42df-b538-6bb1f189b66e,Koeln,RURAL,True,5.0,0.0,False,0.1887299894873597,0.0456186838679251,7.39,0.0,False,False,False,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,7.0536829999999995,27.857260999999998,2.328643,8.261308999999999,526
FRAUD,0,19.61,4,CREDIT_CARD,False,False,False,False,False,noon,13,13,Monday,April,25,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1849928853087078,0.1514593643028671,1.39,0.0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,3.785773,7.127941,7.945081999999999,5.813476,419
FRAUD,2,46.69,4,CREDIT_CARD,False,False,False,False,False,morning,11,11,Saturday,April,46,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1813297807507841,0.1514593643028671,1.39,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,9.294196,12.932621,1.529029,17.204665,417
FRAUD,0,59.89,7,CASH,False,False,False,False,False,afternoon,17,17,Wednesday,March,52,46e6da32-f4b0-40f3-ada7-fc6ca81ed85d,Stuttgart,CITIES,False,0.0,0.0,False,0.1887299894873597,0.1398146150013051,1.79,0.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,6.347016,11.887628,2.815128,11.791208,414
FRAUD,3,31.639999999999997,9,CASH,False,False,False,False,False,evening,20,20,Friday,March,78,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1887299894873597,0.1144705250313266,2.79,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,7.263579999999999,14.926628,8.577763,11.635252999999999,381
FRAUD,3,127.11,14,CASH,False,False,False,False,False,afternoon,18,18,Monday,March,76,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1849928853087078,0.0995158936464089,3.49,0.0,False,False,False,True,True,False,False,False,False,True,False,False,False,False,True,True,False,False,5.078672999999999,12.341897999999999,4.1005899999999995,6.5500739999999995,391
FRAUD,2,42.83,9,CASH,False,False,False,False,False,evening,20,20,Saturday,February,63,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1887299894873597,0.0900457042605578,3.99,0.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,6.152335,11.818828,1.568282,12.532841,354
FRAUD,1,122.32,18,CREDIT_CARD,True,False,False,False,True,evening,20,20,Friday,February,144,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1813297807507841,0.1056696128358782,3.19,0.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,7.521356,14.728416999999999,0.760987,16.040596,374
FRAUD,2,2.94,1,CASH,True,False,False,False,True,evening,21,21,Friday,March,20,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1813297807507841,0.1813297807507841,0.49,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,6.083927,14.299453999999999,388
FRAUD,1,0.78,1,CREDIT_CARD,False,False,False,False,False,morning,10,10,Friday,February,11,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1849928853087078,0.1849928853087078,0.39,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,5.6651039999999995,5.442419,374
FRAUD,2,33.05,8,CASH,False,False,False,False,False,noon,13,13,Saturday,February,58,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1925425881782399,0.1484602679495548,1.49,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,6.7630729999999994,11.534642,2.49369,9.090321,375
FRAUD,2,57.089999999999996,8,CASH,False,False,False,False,False,noon,13,13,Monday,February,37,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1887299894873597,0.1099820715443203,2.99,0.0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,3.985546,7.671870999999999,1.274567,8.407613999999999,377
FRAUD,3,323.6,32,CASH,False,False,False,False,False,afternoon,19,19,Saturday,February,255,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1925425881782399,0.047480417674213,7.19,0.0,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,False,7.747564,23.025358,4.998424,10.541375,361
FRAUD,1,0.49,1,CASH,False,False,False,False,False,noon,13,13,Saturday,February,9,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1813297807507841,0.1813297807507841,0.49,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,0.66186,9.204231,368
FRAUD,3,31.01,3,CREDIT_CARD,False,False,False,False,False,evening,21,21,Friday,February,17,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1813297807507841,0.1484602679495548,1.49,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,2.4597439999999997,2.7086289999999997,6.112765,6.189639,374
FRAUD,2,42.04,9,CASH,False,False,False,False,False,noon,15,15,Thursday,March,77,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1887299894873597,0.0831226615248176,4.39,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,6.7554039999999995,18.487351,10.413364999999999,12.880690999999999,380
FRAUD,3,413.03,48,CREDIT_CARD,False,False,False,False,False,afternoon,16,16,Thursday,March,282,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1887299894873597,0.0865149616945773,4.19,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,5.867554999999999,14.806305,1.394259,5.371900999999999,387
FRAUD,1,234.45,21,CASH,False,False,False,False,False,afternoon,16,16,Monday,February,139,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1925425881782399,0.0900457042605578,3.99,0.0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,True,False,6.219615,17.125339999999998,6.1025599999999995,8.976199,363
FRAUD,1,1.96,1,CREDIT_CARD,False,False,False,False,False,afternoon,16,16,Tuesday,February,14,3fffea06-686f-42bd-8362-818af86b48a9,Bonn,TOWNS,False,0.0,0.0,False,0.1813297807507841,0.1813297807507841,0.49,0.0,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,,,3.43496,10.734352999999999,371
